MEME-ID,text,description,text_input,etiqueta_predicha
DS_IMG_190.jpg,QUE PASE EL DESGRACIADO !!,"La imagen es un meme que presenta a un personaje similar a Spider-Man. El personaje está sentado en un sofá verde, con los brazos cruzados y una expresión facial que implica seguridad o sarcasmo. La habitación tiene un fondo con una decoración sencilla, incluyendo un marco de cuadro en la pared. El texto en la parte superior dice ""QUE PASE"" y en la parte inferior ""EL DESGRACIAO !!"", ambos en letras grandes y en negrita, lo que enfatiza el mensaje.",pasar desgraciado imagen meme presentar personaje similar spider-man personaje sentado sofá verde brazo cruzado expresión facial implicar seguridad sarcasmo habitación fondo decoración sencillo incluir marco cuadro pared texto superior pasar inferior desgraciao letra negrita enfatizar mensaje,ninguno
DS_IMG_505.jpg,When le quitas su lonchera a un niño venezolano :V NO HAY NADA :V,"La imagen es un meme que presenta un fondo con un animal antropomórfico, que parece ser un leopardo. Este personaje está usando un gorro azul y tiene una expresión sonriente mientras sostiene un contenedor de almuerzo amarillo en sus manos. En la parte superior de la imagen, se encuentra un texto en inglés que dice: ""WHEN LE QUITAS SU LONCHERA A UN NINO VENEZOLANO :V"", y en la parte inferior, el texto en español dice: ""NO HAY NADA :V"". La presentación del meme utiliza un estilo visual que resalta el humor a partir de situaciones cotidianas.",when quitar lonchera niño venezolano v v imagen meme presentar fondo animal antropomórfico leopardo personaje usar gorro azul expresión sonriente sostener contenedor almuerzo amarillo mano superior imagen texto inglés when quitar lonchera nino venezolano v inferior texto español v presentación meme utilizar estilo visual resaltar humor situación cotidiano,contenido inapropiado
DS_IMG_3115.jpg,"Mamá, ¿qué es el vibrador? Una polla de goma que me frotó por el chocho para darme el placer que tu padre ya no me da. ¿Y el modo avión?","La imagen muestra a una mujer y a un niño sentados en un sofá. La mujer tiene el cabello largo y rojizo, y lleva una blusa blanca con detalles llamativos. Ella parece estar explicando algo con una expresión facial que mezcla sorpresa y seriedad. El niño, de cabello corto y castaño claro, luce inquisitivo mientras la escucha. 

En la parte superior de la imagen, hay un cuadro de diálogo donde el niño pregunta: ""Mamá, ¿que es el vibrador?"". En un cuadro de diálogo al lado, la mujer responde de manera humorística y gráfica sobre el funcionamiento de un vibrador. También hay un segundo cuadro de diálogo del niño que pregunta: ""¿Y el modo avión?"". La imagen incluye un emoji de risa en la esquina inferior derecha, lo que sugiere que el contexto es humorístico. El fondo es un color suave que no distrae de los personajes.","mamá vibrador polla goma frotar chocho dar yo placer padre avión imagen mostrar mujer niño sentado sofá mujer cabello rojizo blusa blanco detalle llamativo explicar expresión facial mezclar sorpresa seriedad niño cabello corto castaño lucir inquisitivo escucha 

 superior imagen cuadro diálogo niño preguntar mamá vibrador cuadro diálogo mujer responder humorístico gráfico funcionamiento vibrador cuadro diálogo niño preguntar avión imagen incluir emoji risa esquina inferior derecha sugerir contexto humorístico fondo color suave distraer personaje",ninguno
DS_IMG_3241.jpg,"No, no puede salir hoy.","La imagen es un meme de estilo caricaturesco que muestra una escena cómica. En primer plano, hay dos personajes humanos que están en una puerta. Una mujer, de pie frente a la puerta, tiene el cabello rizado y rojo, y muestra una expresión airada mientras grita algo. Ella lleva una blusa con patrones en tonos amarillos y un delantal. Detrás de ella, hay un hombre que parece sorprendido o preocupado, con una expresión facial de alarma. En el umbral de la puerta, hay un pequeño personaje con forma de jarra de cerveza que tiene patas y parece estar caminando hacia fuera; el jarro tiene un diseño que imita el vidrio. La jarra de cerveza parece estar pidiendo salir, pero la mujer está afirmando: ""No, no puede salir hoy"", lo que da un contexto humorístico a la situación.",salir imagen meme estilo caricaturesco mostrar escena cómico plano personaje humano puerta mujer pie frente puerta cabello rizado rojo mostrar expresión airado gritar blusa patrón tono amarillo delantal hombre sorprendido preocupado expresión facial alarma umbral puerta pequeño personaje forma jarra cerveza pata caminar jarro diseño imitar vidrio jarra cerveza pedir salir mujer afirmar salir contexto humorístico situación,ninguno
DS_IMG_844.jpg,"Cuando estás en tu primera relación. Después de: 3 relaciones serias, 4 amigos con derechos, 1 intento de ser lesbiana.","La imagen es un meme dividido en dos paneles. En el panel izquierdo, se observa a una persona sonriendo ampliamente, con el cabello rubio y suelto, y una expresión alegre y brillante, acompañada de un fondo azul. En el panel derecho, la misma persona está representada con un maquillaje deshecho, especialmente en los ojos, que tienen manchas oscuras. Su expresión parece cansada o desilusionada, y el cabello también es rubio pero menos ordenado. Encima de los paneles se encuentra el texto que dice ""Cuando estás en tu primera relación"" en el panel izquierdo, y en el panel derecho, ""Después de: 3 relaciones serias, 4 amigos con derechos, 1 intento de ser lesbiana"".",estar relación 3 relación serio 4 amigo derecho 1 intento lesbiano imagen meme dividido panel panel izquierdo observar persona sonreir ampliamente cabello rubio suelto expresión alegre brillante acompañado fondo azul panel derecho persona representado maquillaje deshecho especialmente ojo mancha oscuro expresión cansado desilusionado cabello rubio ordenado panel texto estar relación panel izquierdo panel derecho 3 relación serio 4 amigo derecho 1 intento lesbiano,ninguno
DS_IMG_872.jpg,Cuando cagarla es lo tuyo.,"La imagen es un meme que presenta a un grupo de cinco hombres en un entorno al aire libre, probablemente cerca de un cuerpo de agua o un terreno árido. En el centro, un hombre en una camiseta blanca y pantalones oscuros, que parece ser el foco de atención, tiene un gesto de mano que sugiere que está explicando algo. A su derecha, un hombre con una gorra y una camisa de cuadros lo escucha atentamente. A la izquierda del primer hombre, hay otros tres hombres con expresiones variadas; uno de ellos viste una camiseta celeste y parece estar sonriendo. En el fondo, hay un hombre vestido de uniforme, que parece ser un oficial. La parte superior de la imagen incluye un texto que dice: ""Cuando cagarla es lo tuyo"". El ambiente es rural, con vegetación en el fondo, dando una impresión de un lugar sencillo.",cagar él imagen meme presentar grupo hombre entorno aire libre probablemente cerca cuerpo agua terreno árido centro hombre camiseta blanco pantalón oscuro foco atención gesto mano sugerir explicar derecha hombre gorra camisa cuadro escuchar atentamente izquierda hombre hombre expresión variado ver camiseta celeste sonreir fondo hombre vestido uniforme oficial superior imagen incluir texto cagar él ambiente rural vegetación fondo dar impresión lugar sencillo,ninguno
DS_IMG_1425.jpg,Podríamos ser nosotros en halloween😍🔥,"La imagen es un meme que presenta dos paneles. En el panel izquierdo, se observa a una figura en una máscara blanca, similar a ""Scream"", con una expresión de grito. La figura está colocada entre piernas que usan una malla negra, creando una perspectiva que sugiere intimidad. En el panel derecho, aparece una representación de Spider-Man, acompañado de piernas que también sugieren una posición similar. La parte superior de la imagen contiene el texto ""Podríamos ser nosotros en halloween"" junto con emoticonos de amor y fuego. La composición del meme juega con el contraste entre el horror y la cultura popular.",poder halloween 😍 🔥 imagen meme presentar panel panel izquierdo observar figura máscara blanco similar scream expresión grito figura colocado pierna malla negro crear perspectiva sugerir intimidad panel derecho aparecer representación spider-man acompañado pierna sugerir posición similar superior imagen contener texto poder halloween emoticonos amor fuego composición meme jugar contraste horror cultura popular,contenido inapropiado
DS_IMG_177.jpg,TRAJE DE ZORRA ¿COINCIDENCIA? ¡NO LO CREO!,"La imagen es un meme dividido en dos paneles. En el panel superior, se muestra una mujer con cabello largo y naranja vistiendo un traje de piloto, sonriendo y rodeada de aviones en un entorno brillante. El texto sobre este panel dice ""TRAJE DE ZORRA"". En el panel inferior, hay un personaje masculino con grandes gafas y expresión de incredulidad, mirando hacia una pantalla de televisión. El texto en este panel dice ""¿COINCIDENCIA? ¡NO LO CREO!"". En las esquinas de la imagen, hay dos emoticonos de risa con grandes sonrisas y ojos cerrados, añadiendo un tono humorístico al meme.",traje zorra coincidencia imagen meme dividido panel panel superior mostrar mujer cabello naranjar vestir traje piloto sonreir rodeado avión entorno brillante texto panel traje zorra panel inferior personaje masculino gafa expresión incredulidad mirar pantalla televisión texto panel coincidencia esquina imagen emoticono risa sonrisa ojo cerrado añadir tono humorístico meme,sexismo
DS_IMG_444.jpg,"""¿A que si yo hubiese sido la ""bestia"" y tú el ""bello""... Habría quedado ""raro""?""","La imagen es un meme que presenta a dos personajes de una película de animación. En el lado izquierdo, hay una figura femenina con un vestido amarillo, que muestra una sonrisa y una expresión de interés. A la derecha, está el personaje masculino, que tiene rasgos de bestia, con un rostro amigable y un abrigo azul de lujo. El fondo es un cielo estrellado en tonos de azul. El texto en la parte superior pregunta: ""¿A QUE SI YO HUBIESE SIDO LA 'BESTIA' Y TÚ EL 'BELLO'..."", mientras que el texto en la parte inferior dice: ""HABRÍA QUEDAO 'RARO'?"" El meme utiliza un estilo humorístico, sugiriendo una especie de cambio de roles entre los personajes.",haber bestia bello haber quedar raro imagen meme presentar personaje película animación izquierdo figura femenino vestido amarillo mostrar sonrisa expresión interés derecha personaje masculino rasgo bestia rostro amigable abrigo azul lujo fondo cielo estrellado tono azul texto superior preguntar haber bestia bello texto inferior haber quedao raro meme utilizar estilo humorístico sugerir especie cambio rol personaje,ninguno
DS_IMG_1347.jpg,Cuando terminas de hacer garganta profunda sin descanso y él te pregunta si estás bien.,"La imagen es un meme que presenta a un personaje de dibujos animados con una expresión triste. El personaje tiene ojos grandes y brillantes con lágrimas cayendo por sus mejillas. El fondo es de color rojo, y se observa un sofá o superficie suave detrás del personaje. En la parte superior de la imagen, hay un texto que dice: ""Cuando terminas de hacer garganta profunda sin descanso y él te pregunta si estás bien."" El estilo de la imagen refleja un tono humorístico, típico de memes en redes sociales.",termina garganta profundo descanso preguntar estar imagen meme presentar personaje dibujo animado expresión triste personaje ojo brillante lágrima caer mejilla fondo color rojo observar sofá superficie suave personaje superior imagen texto termina garganta profundo descanso preguntar estar estilo imagen reflejar tono humorístico típico mem red social,ninguno
DS_IMG_1411.jpg,cuando ya estás borrachísimo pero ves a tu amigo sirviéndote otra copa más,"La imagen es un meme que presenta a un personaje de animación con una expresión facial seria y descontenta. El personaje está sentado frente a una mesa, y se puede ver un vaso frente a él. En la parte superior de la imagen, hay un brazo que sostiene una botella, vertiendo más líquido en el vaso. El texto en la parte superior dice: ""cuando ya estás borrachísimo pero ves a tu amigo sirviéndote otra copa más"". El entorno parece ser un espacio interior, posiblemente un bar o una sala.",estar borrachísimo ver amigo sirviéndote copa imagen meme presentar personaje animación expresión facial serio descontentar personaje sentado frente mesa vaso frente superior imagen brazo sostener botella verter líquido vaso texto superior estar borrachísimo ver amigo sirviéndote copa entorno espacio interior posiblemente bar sala,ninguno
DS_IMG_2188.jpg,"De gótica mamá, te dije de gótica, no de gótica.","La imagen es un meme que muestra a un niño pequeño envuelto en burbujas de plástico, con una expresión sonriente. El niño está en una especie de balcón, con un paisaje urbano visible detrás, que incluye varios edificios. En la parte superior de la imagen, hay un texto en letras grandes que dice: ""DE GÓTICA MAMÁ, TE DIJE DE GÓTICA"". En la parte inferior, se encuentra otro texto que dice: ""NO DE GÓTICA"". El fondo del meme es blanco, y el estilo es característico de los memes humorísticos que juegan con la confusión o los malentendidos.",gótica mamá decir gótica gótica imagen meme mostrar niño pequeño envuelto burbuja plástico expresión sonriente niño especie balcón paisaje urbano visible incluir edificio superior imagen texto letra gótica mamá decir gótica inferior texto gótica fondo meme blanco estilo característico mem humorístico jugar confusión malentendido,contenido inapropiado
DS_IMG_2316.jpg,MEMES 2021,"La imagen está dividida en dos paneles. En el panel izquierdo, se muestra un personaje de animación con una expresión sonriente. Tiene cabello rubio y un tono de piel claro, con un fondo simple. En el panel derecho, hay un gorila de peluche con una expresión neutral, que también tiene un fondo sencillo. Entre los dos paneles, en letras grandes y en negrita, se encuentra el texto ""MEMES 2021"".",mem 2021 imagen dividido panel panel izquierdo mostrar personaje animación expresión sonriente cabello rubio tono piel fondo simple panel derecho gorila peluche expresión neutral fondo sencillo panel letra negrita texto memes 2021,clasismo
DS_IMG_2342.jpg,¿Cómo le digo que es panza normal?,"La imagen muestra a una mujer con cabello largo y lacio, que parece estar mirando hacia abajo con una expresión seria o reflexiva. Detrás de ella, se pueden ver algunas personas y un fondo con vegetación. En la parte inferior de la imagen, se encuentra un texto en letras grandes que dice: ""¿Cómo le digo que es panza normal?"" El estilo del texto es típico en memes, con un contorno que lo hace destacar sobre la imagen de fondo.",decir panza normal imagen mostrar mujer cabello lacio mirar abajo expresión serio reflexivo persona fondo vegetación inferior imagen texto letra decir panza normal estilo texto típico mem contorno destacar imagen fondo,contenido inapropiado
DS_IMG_1909.jpg,¿TSUNAMI O MAREPOTO? LO BUSCARÉ EN KIWIPEDIA.,"La imagen es un meme que muestra a un hombre con una expresión seria, mirando hacia un lado. Está parcialmente iluminado, y el fondo es oscuro, lo que resalta su rostro. En la parte superior de la imagen se encuentra el texto ""Tsunami o Marepoto?"", y en la parte inferior dice ""Lo buscaré en Kiwipedia"", ambos en letras grandes y en negrita, creando un contraste fuerte con el fondo.",tsunami marepoto buscar kiwipedia imagen meme mostrar hombre expresión serio mirar parcialmente iluminado fondo oscuro resaltar rostro superior imagen texto tsunami marepoto inferior buscar kiwipedia letra negrita crear contraste fuerte fondo,ninguno
DS_IMG_1173.jpg,Cuando se escapan las velas del pastel.,"La imagen es un meme que muestra a una pareja caminando por un camino en un parque. El hombre, que parece ser de estatura baja, está vestido formalmente con un traje negro y tiene una expresión sonriente. La mujer, que lleva un vestido de novia blanco y sostiene un ramo de flores, también sonríe. El fondo es de un ambiente natural con árboles y una superficie pavimentada, sugiriendo un ambiente limpio y alegre. En la parte superior de la imagen, hay un texto que dice: ""Cuando se escapan las velas del pastel.""",escapar vela pastel imagen meme mostrar pareja caminar camino parque hombre estatura bajo vestido formalmente traje negro expresión sonriente mujer vestido novia blanco sostener ramo flor sonreír fondo ambiente natural árbol superficie pavimentado sugerir ambiente limpio alegre superior imagen texto escapar vela pastel,clasismo
DS_IMG_662.jpg,¡CUIDADO! EL AMOR ESTÁ EN EL AIRE,"La imagen es un meme en el que aparece un personaje sosteniendo un aerosol y cubriendo su rostro con su camiseta. El personaje muestra una expresión de alerta mientras rocía el aerosol. En la parte superior de la imagen, en letras grandes y en mayúsculas, se lee ""¡CUIDADO!"", y en la parte inferior, ""EL AMOR ESTÁ EN EL AIRE"", también en letras grandes y en mayúsculas. El fondo sugiere un ambiente de cocina con madera.",cuidado amor aire imagen meme aparecer personaje sostener aerosol cubrir rostro camiseta personaje mostrar expresión alerta rocir aerosol superior imagen letra mayúscula leer cuidado inferior amor aire letra mayúscula fondo sugerir ambiente cocina madera,contenido inapropiado
DS_IMG_1167.jpg,"- Señor. - Dr, soy señora. - Señora, tiene cáncer de próstata.","La imagen es un meme que consiste en un cuadro con texto en la parte superior e inferior. En la parte superior, hay un diálogo que dice: ""- Señor. - Dr, soy señora. - Señora, tiene cáncer de próstata."" En la parte inferior, se muestra una imagen de una persona con una expresión facial intensa y preocupada. La persona tiene el cabello largo y usa maquillaje, lo que le da un aspecto dramático. El fondo es oscuro, enfocándose en la expresión del sujeto.",señor dr señora señora cáncer próstata imagen meme consistir cuadro texto superior inferior superior diálogo señor dr señora señora cáncer próstata inferior mostrar imagen persona expresión facial intenso preocupado persona cabello maquillaje aspecto dramático fondo oscuro enfocar él expresión sujeto,clasismo
DS_IMG_448.jpg,"El humor negro es como el cáncer, algunos lo tienen y otros no.","La imagen es un meme que presenta a un niño pequeño con cabeza rapada, sonriendo ampliamente. El fondo es beige claro y el niño lleva una camiseta de color claro. La parte superior y la inferior de la imagen contienen texto en mayúsculas que dice: ""EL HUMOR NEGRO ES COMO EL CÁNCER"" en la parte superior y ""ALGUNOS LO TIENEN Y OTROS NO"" en la parte inferior. El formato del texto es contrastante y llamativo, con un estilo que destaca sobre la imagen del niño.",humor negro cáncer imagen meme presentar niño pequeño cabeza rapado sonreir ampliamente fondo beige niño camiseta color superior inferior imagen contener texto mayúscula humor negro cáncer superior inferior formato texto contrastante llamativo estilo destacar imagen niño,contenido inapropiado
DS_IMG_951.jpg,Cuando agarras el mosquito que no te deja dormir.,"La imagen es un meme que presenta una fotografía de una figura religiosa en un escenario, con fondo difuso. La persona está usando una vestimenta blanca y un solideo, y tiene una expresión facial de frustración o enojo, con el puño levantado hacia arriba. Está sosteniendo un documento en la mano izquierda y un micrófono en la mano derecha. En la parte superior de la imagen hay un texto que dice: ""Cuando agarras el mosquito"" y debajo, se completa con ""que no te deja dormir."" El texto está en un formato grande y en color rojo, lo que resalta y enfatiza el mensaje.",agarros mosquito dejar dormir imagen meme presentar fotografía figura religioso escenario fondo difuso persona usar vestimenta blanca solideo expresión facial frustración enojo puño levantado sostener documento mano izquierdo micrófono mano derecho superior imagen texto agarra mosquito completar dejar dormir texto formato color rojo resaltar enfatizar mensaje,ninguno
DS_IMG_378.jpg,"Ella no es enojada cuando ve un meme sexista. Ella siempre se siente mal por los hombres que los hacen, ya que probablemente van a ser solteros para siempre.","La imagen es un meme que presenta una fotografía de una mujer sonriendo ampliamente. Se encuentra en un contexto que sugiere una expresión de alegría o risa. El texto en la parte superior dice ""ELLA NO ES ENOJADA CUANDO VE UN MEME SEXISTA"" en letras grandes y en negrita. En la parte inferior, el texto dice ""ELLA SIEMPRE SE SIENTE MAL POR LOS HOMBRES QUE LOS HACEN, YA QUE PROBABLEMENTE VAN A SER SOLTERO PARA SIEMPRE"", también en letras grandes y en negrita. El diseño del meme incluye un contraste marcado entre el fondo y el texto, lo que resalta el mensaje.",enojado ver meme sexista sentir hombre probablemente soltero imagen meme presentar fotografía mujer sonreir ampliamente contexto sugerir expresión alegría risa texto superior enojado ver meme sexista letra negrita inferior texto sentir hombre probablemente soltero letra negrita diseño meme incluir contraste marcado fondo texto resaltar mensaje,ninguno
DS_IMG_87.jpg,*vistazo a Peter Pan* *vistazo a Campanita* yo: dios!,"La imagen es un meme que presenta una escena de una serie de televisión. En el centro, hay una mujer con una expresión de sorpresa o shock, que se cubre la boca con una mano mientras mira una computadora portátil. Ella viste un pijama de color claro con estampados, y está sentada de manera relajada en un sofá de color púrpura con puntos. En la pantalla de la computadora se puede notar un logotipo, pero no es claramente visible. El texto en la parte superior de la imagen menciona ""vistazo a Peter Pan"" y ""vistazo a Campanita"", seguido por ""yo: dios!"", insinuando una reacción intensa ante lo que está observando.",vistazo peter pan vistazo campanita dio imagen meme presentar escena serie televisión centro mujer expresión sorpresa shock cubrir boca mano mirar computadora portátil ver pijama color estampado sentado relajado sofá color púrpura punto pantalla computadora notar logotipo claramente visible texto superior imagen mencionar vistazo peter pan vistazo campanita seguido dio insinuar reacción intenso observar,contenido inapropiado
