MEME-ID,text,description
DS_IMG_894.jpg,"Cuando finalmente llegas a su casa y ella es más gorda de lo que se ve en sus fotos, pero ya hiciste el viaje.","La imagen es un meme que presenta una escena de un personaje con un disfraz oscuro, que parece ser una representación de un superhéroe, sosteniendo un cerdo de forma cómica. El personaje tiene una expresión seria y se encuentra en un entorno que parece un callejón, con luces de fondo. En la parte superior de la imagen, hay un texto que dice: ""CUANDO FINALMENTE LLEGAS A SU CASA Y ELLA ES MÁS GORDA DE LO QUE SE VE EN SUS FOTOS, PERO YA HICISTE EL VIAJE"". La mezcla de elementos visuales y el texto insinúan una situación humorística."
DS_IMG_2603.jpg,Feliz Día Papá. Nuestro arregla todo.,"La imagen es un meme con un fondo blanco. En la parte superior, se encuentra el texto ""FELIZ DÍA PAPÁ"" en letras grandes y negras, con un diseño que incluye pequeñas salpicaduras alrededor. A la derecha del texto, hay un dibujo de un personaje con forma ovalada, que tiene una expresión sonriente y un brazo levantado haciendo la señal de ""OK"". Este personaje sostiene una llave inglesa de color naranja en su mano. Debajo de él, se lee la frase ""NUESTRO ARREGLA TODO"" en letras grandes y negras. El estilo visual es simple y caricaturesco, con líneas limpias y un diseño divertido."
DS_IMG_2517.jpg,A UN LADO,"La imagen es un meme que presenta un aula escolar sencilla con escritorios y carteles en la pared, que incluyen la palabra ""bienvenidos"". En el primer plano, un personaje con cabello negro y puntiagudo, vestido con un traje, sostiene un sobre con una mano mientras que con la otra está ajustándose la manga. Encima del personaje, hay un texto en mayúsculas que dice ""A UN LADO"". La combinación de la escena del aula y el personaje con el texto genera un mensaje humorístico."
DS_IMG_943.jpg,Míralos ahí... Esperando a que suba un meme para robárselo.,"La imagen es un meme que presenta un fondo con texto en español que dice: ""Míralos ahí... Esperando a que suba un meme para robárselo"". En la parte inferior, se observa un personaje con una expresión curiosa y astuta, que está asomándose a través de unas persianas. El personaje tiene ojos grandes y una sonrisa sutil. En la esquina se encuentran varios emojis, incluyendo uno con gafas de sol, un emoji de fuerza, y otros que representan risa y diversión. El estilo del meme es típico de redes sociales, combinando texto con imágenes humorísticas."
DS_IMG_499.jpg,"""Tercera guerra mundial"" Los que juegan Free Fire:","La imagen es un meme que presenta un texto en la parte superior que dice ""Tercera guerra mundial"". Justo debajo, se encuentra otro texto que reza ""Los que juegan Free Fire:"". En el centro de la imagen, hay una fotografía de un niño vestido con un uniforme militar, que lleva una gorra y muestra una expresión sonriente. Detrás de él, se pueden ver figuras de personas en uniforme y armadas. El fondo sugiere un entorno que podría ser militar o de conflicto. El meme parece tener un tono humorístico al contrastar la imagen con el texto."
DS_IMG_3196.jpg,...Yo soy tu padre. ¡Nooo!,"La imagen es un meme que presenta dos personajes antropomorfizados. A la izquierda, hay un tomate grande, de color rojo, con brazos y libreta en el torso que dice ""MEX"". El tomate está de pie sobre una mesa de madera y tiene una expresión jovial mientras dice: “...Yo soy tu padre”. A su derecha, hay una botella de ketchup roja con brazos, que tiene una etiqueta que dice ""E.U."" y una bandera estadounidense. Esta botella tiene una expresión asustada y exclama: “¡Nooo!” El fondo es de un color gris con un diseño abstracto, lo que resalta a los personajes en primer plano."
DS_IMG_2358.jpg,"Así es jefa, me lo gané siendo ""NENI""","La imagen es un meme que presenta a dos mujeres en un ambiente doméstico. La mujer a la izquierda, de cabello oscuro y con una expresión seria, está vestida con una blusa rosa. La mujer a la derecha, con cabello rizado y una expresión de confianza, también lleva una blusa rosa. 

Hay un texto en un cuadro de diálogo que dice: ""Así es jefa, me lo gané siendo 'NENI'"". El fondo muestra una habitación con muebles organizados, incluyendo estantes con objetos de colores. La escena parece estar sacada de un programa de televisión o una comedia."
DS_IMG_1432.jpg,Spotify ¡Ja! ¡Pamplinas! Cuando yo era niño descargábamos todo gratis del Ares y nadie se quejaba.,"La imagen es un meme que presenta un diálogo entre dos personajes de la serie ""The Simpsons"". A la izquierda se encuentra un hombre mayor con cabello canoso, vestido con una bata blanca, que sostiene una navaja de peluquería. A su lado, Bart Simpson está sentado en una silla de corte de cabello, con una expresión despreocupada y una toalla alrededor de su cuello. El texto en la parte superior menciona Spotify y compara la situación actual con la época en que la gente descargaba música gratis de Ares sin que nadie se quejara. El fondo muestra un entorno de barbería con algunos objetos visibles en estanterías."
DS_IMG_1742.jpg,"Mi mejor amiga es sólo mía, y de nadie más. Se tenía que decir y se dijo.","La imagen es un meme que presenta un fondo claro con texto en la parte superior que dice: ""Mi mejor amiga es sólo mía, y de nadie más"". En la parte inferior, hay una frase que dice: ""Se tenía que decir y se dijo"". En el centro, se muestra un personaje cartoon amarillo con forma de ave, que tiene un cuerpo redondeado, ojos grandes y una expresión de determinación. El personaje aparece apoyado sobre una superficie plana, con una pata levantada, sugiriendo una acción enérgica. El diseño es colorido y simple, típico de memes humorísticos."
DS_IMG_433.jpg,CONSUMO CONVOCA UNA “HUELGA DE JUGUETES” CONTRA EL SEXISMO,"La imagen presenta una figura de juguete estilizada, con un cabello verde rizado y un atuendo colorido. La figura está de pie en un escenario, con una expresión decidida y un micrófono en mano, como si estuviera hablando o cantando. En la parte inferior de la imagen, se incluye un texto en letras grandes que dice: ""CONSUMO CONVOCA UNA 'HUELGA DE JUGUETES' CONTRA EL SEXISMO"". El fondo parece ser un escenario de presentación, con colores sutiles que no desentonan con la figura principal."
